ts,unit,code,description,detail,data
20250127 10:21:28,BMU,32,System status changed,Prev status: Load parameters. New status: Assign address.,090affffffffffffffffffffffffffffffffffffffffff
20250127 10:26:27,BMU,36,Functional safety info,Running time: 300 s. Cells: 0. Temperature sensors: 0. Cell max voltage: 0 mV. Cell min voltage: 0 mV. Cell max temp: 0 °C. Cell min temp: 0 °C. Output current: 0.0 A. Output voltage: 0.0 V. Accumulated voltage: 0.0 V. BMS address: 0. Module type: Undefined. Modules: 0.,0000012c0000000000000000000000000000000a000000
20250127 10:26:42,BMU,1,Power OFF,Powered off by 3.,03ffffffffffffffffffffffffffffffffffffffffffff
20250127 10:26:42,BMU,32,System status changed,Prev status: Assign address. New status: Shutdown.,0609ffffffffffffffffffffffffffffffffffffffffff
20250127 10:37:12,BMU,0,Power ON,Bootloader: 0. Executing: B. Firmware: 3.24.,0001031802ffffffffffffffffffffffffffffffffffff
20250127 10:37:12,BMU,32,System status changed,Prev status: Load parameters. New status: Assign address.,090affffffffffffffffffffffffffffffffffffffffff
20250127 10:37:12,BMU,40,BMS firmware list,Firmware n1: 2. Firmware v1: 3.30. Firmware n2: 3. Firmware v2: 3.30.,02031e03031effffffffffffffffffffffffffffff0002
20250127 10:37:12,BMU,41,MCU list of BMS,Not decoded: 050000ffff0000ffff0000ffff0000ffff0000ffffffff,050000ffff0000ffff0000ffff0000ffff0000ffffffff
20250127 10:41:02,BMU,32,System status changed,Prev status: Assign address. New status: Battery check.,0809ffffffffffffffffffffffffffffffffffffffffff
20250127 10:41:05,BMU,41,MCU list of BMS,Not decoded: 050000000c0000ffff0000ffff0000ffff0000ffffffff,050000000c0000ffff0000ffff0000ffff0000ffffffff
20250127 10:41:09,BMU,36,Functional safety info,Running time: 238 s. Cells: 64. Temperature sensors: 32. Cell max voltage: 0 mV. Cell min voltage: 0 mV. Cell max temp: 0 °C. Cell min temp: 0 °C. Output current: 0.0 A. Output voltage: 0.0 V. Accumulated voltage: 0.0 V. BMS address: 1. Module type: HVM. Modules: 4.,000000ee40200000000000000000000000000101040000
20250127 10:41:11,BMU,32,System status changed,Prev status: Battery check. New status: Assign address.,0908ffffffffffffffffffffffffffffffffffffffffff
20250127 10:41:14,BMU,32,System status changed,Prev status: Assign address. New status: Battery check.,0809ffffffffffffffffffffffffffffffffffffffffff
20250127 10:41:15,BMU,41,MCU list of BMS,Not decoded: 050000000b0000ffff0000ffff0000ffff0000ffffffff,050000000b0000ffff0000ffff0000ffff0000ffffffff
20250127 10:41:23,BMU,32,System status changed,Prev status: Battery check. New status: Assign address.,0908ffffffffffffffffffffffffffffffffffffffffff
20250127 10:41:26,BMU,32,System status changed,Prev status: Assign address. New status: Battery check.,0809ffffffffffffffffffffffffffffffffffffffffff
20250127 10:41:36,BMU,32,System status changed,Prev status: Battery check. New status: Assign address.,0908ffffffffffffffffffffffffffffffffffffffffff
20250127 10:41:39,BMU,32,System status changed,Prev status: Assign address. New status: Battery check.,0809ffffffffffffffffffffffffffffffffffffffffff
20250127 10:44:29,BMU,32,System status changed,Prev status: Inactive. New status: Precharge.,0701ffffffffffffffffffffffffffffffffffffffffff
20250127 10:44:31,BMU,32,System status changed,Prev status: Precharge. New status: Active.,0307ffffffffffffffffffffffffffffffffffffffffff
20250127 10:45:04,BMU,36,Functional safety info,Running time: 300 s. Cells: 64. Temperature sensors: 32. Cell max voltage: 3279 mV. Cell min voltage: 3260 mV. Cell max temp: 19 °C. Cell min temp: 18 °C. Output current: 1.2 A. Output voltage: 211.9 V. Accumulated voltage: 209.6 V. BMS address: 1. Module type: HVM. Modules: 4.,0000012c40200ccf0cbc1312000c084708300101040000
20250127 11:37:01,BMU,101,Firmware start to update,BMS update: A. Firmware: 3.30.,01031e0101ffffffffffffffffffffffffffffffffffff
20250127 11:37:22,BMU,103,Firmware update failure,Firmware n1: 1. Firmware v1: 3.30. Firmware n2: 1. Firmware v2: 1.0.,01031e0101000001adf5d9df6d010000000000ffffffff
20250127 11:38:25,BMU,101,Firmware start to update,BMS update: A. Firmware: 3.30.,01031e0101ffffffffffffffffffffffffffffffffffff
20250127 11:38:39,BMU,105,Parameters table updated,Parameter table update: . Parameter table v: 6.0.,000600ffffffffffffffffffffffffffffffffffffffff
20250127 11:38:40,BMU,105,Parameters table updated,Parameter table update: . Parameter table v: 9.2.,020902ffffffffffffffffffffffffffffffffffffffff
20250127 11:38:42,BMU,105,Parameters table updated,Parameter table update: . Parameter table v: 14.1.,010e01ffffffffffffffffffffffffffffffffffffffff
20250127 11:38:46,BMU,103,Firmware update failure,Firmware n1: 1. Firmware v1: 3.30. Firmware n2: 1. Firmware v2: 1.0.,01031e0101000001adf5d9df6d020000000000ffffffff
20250127 11:38:58,BMU,111,Time calibrated,Datatime calibration by internet.,02ffffffffffffffffffffffffffffffffffffffffffff
20250127 11:39:17,BMU,1,Power OFF,Powered off by LED button.,01ffffffffffffffffffffffffffffffffffffffffffff
20250127 11:39:17,BMU,32,System status changed,Prev status: Fault. New status: Shutdown.,0604ffffffffffffffffffffffffffffffffffffffffff
20250127 11:40:03,BMU,0,Power ON,Bootloader: 0. Executing: B. Firmware: 3.24.,0001031802ffffffffffffffffffffffffffffffffffff
20250127 11:40:03,BMU,32,System status changed,Prev status: Load parameters. New status: Assign address.,090affffffffffffffffffffffffffffffffffffffffff
20250127 11:40:03,BMU,40,BMS firmware list,Firmware n1: 0. Firmware v1: 3.30. Firmware n2: 1. Firmware v2: 3.30. Firmware n3: 2. Firmware v3: 3.30.,00031e01031e02031e03031effffffffffffffffff0004
20250127 11:40:03,BMU,41,MCU list of BMS,Not decoded: 050000ffff0000ffff0000ffff0000ffff0000ffffffff,050000ffff0000ffff0000ffff0000ffff0000ffffffff
20250127 11:41:31,BMU,32,System status changed,Prev status: Assign address. New status: Battery check.,0809ffffffffffffffffffffffffffffffffffffffffff
20250127 11:41:33,BMU,32,System status changed,Prev status: Battery check. New status: Inactive.,0108ffffffffffffffffffffffffffffffffffffffffff
20250127 11:41:33,BMU,41,MCU list of BMS,Not decoded: 051e03010c0000ffff0000ffff0000ffff0000ffffffff,051e03010c0000ffff0000ffff0000ffff0000ffffffff
20250127 11:41:34,BMU,38,SOP info,Max charge current: 50.0 A. Max discharge current: 50.0 A. Max charge voltage: 233.6 V. Max discharge voltage: 160.0 V. Status: Inactive. Battery temp: 17 °C. Inverter: Fronius HV. BMS quantity: 2.,01f401f4092006400111000200ffffffffffffffffffff
20250127 11:41:38,BMU,36,Functional safety info,Running time: 96 s. Cells: 64. Temperature sensors: 32. Cell max voltage: 0 mV. Cell min voltage: 0 mV. Cell max temp: 0 °C. Cell min temp: 0 °C. Output current: 0.0 A. Output voltage: 0.0 V. Accumulated voltage: 0.0 V. BMS address: 1. Module type: HVM. Modules: 4.,0000006040200000000000000000000000000101040000
20250127 14:07:21,BMU,38,SOP info,Max charge current: 30.2 A. Max discharge current: 50.0 A. Max charge voltage: 233.6 V. Max discharge voltage: 160.0 V. Status: Active. Battery temp: 23 °C. Inverter: Fronius HV. BMS quantity: 2.,012e01f4092006400317000203ffffffffffffffffffff
20250127 14:25:14,BMU,2,Events record,Event: Warning; cells overvoltage. Cell max voltage: 3650 mV. Cell min voltage: 3393 mV. Battery max temp: 25 °C. Battery min temp: 23 °C. Battery voltage: 223.2 V. SOC: 98 %. SOH: 100 %.,011700040e420d41191708b86264ffffffffffffffffff
20250127 14:25:14,BMU,38,SOP info,Max charge current: 0.0 A. Max discharge current: 50.0 A. Max charge voltage: 233.6 V. Max discharge voltage: 160.0 V. Status: Active. Battery temp: 23 °C. Inverter: Fronius HV. BMS quantity: 2.,000001f4092006400317000203ffffffffffffffffffff
20250127 14:25:20,BMU,38,SOP info,Max charge current: 15.1 A. Max discharge current: 50.0 A. Max charge voltage: 233.6 V. Max discharge voltage: 160.0 V. Status: Active. Battery temp: 23 °C. Inverter: Fronius HV. BMS quantity: 2.,009701f4092006400317000202ffffffffffffffffffff
20250127 14:25:20,BMU,45,Not available,Status: 1. Output voltage: 222.7 V. Battery voltage: 223.5 V. SOC A: 97.5 %. SOC B: 99.2 %.,0100010208b308bb000003cf03e00000040400040000ff
20250127 14:26:21,BMU,45,Not available,Status: 1. Output voltage: 218.2 V. Battery voltage: 222.8 V. SOC A: 98.5 %. SOC B: 99.2 %.,01000002088608b4000003d903e00000040400040000ff
20250127 14:26:31,BMU,2,Events record,Event: Error/Warning cleared. Cell max voltage: 3542 mV. Cell min voltage: 3357 mV. Battery max temp: 25 °C. Battery min temp: 23 °C. Battery voltage: 222.9 V. SOC: 98 %. SOH: 100 %.,001700000dd60d1d191708b56264ffffffffffffffffff
20250127 14:30:44,BMU,38,SOP info,Max charge current: 0.0 A. Max discharge current: 50.0 A. Max charge voltage: 233.6 V. Max discharge voltage: 160.0 V. Status: Active. Battery temp: 23 °C. Inverter: Fronius HV. BMS quantity: 2.,000001f4092006400317000202ffffffffffffffffffff
20250127 14:30:45,BMU,2,Events record,Event: Warning; cells overvoltage. Cell max voltage: 3650 mV. Cell min voltage: 3346 mV. Battery max temp: 26 °C. Battery min temp: 23 °C. Battery voltage: 227.7 V. SOC: 99 %. SOH: 100 %.,011700040e420d121a1708e56364ffffffffffffffffff
20250127 14:31:15,BMU,2,Events record,Event: Error/Warning cleared. Cell max voltage: 3464 mV. Cell min voltage: 3345 mV. Battery max temp: 26 °C. Battery min temp: 23 °C. Battery voltage: 218.8 V. SOC: 100 %. SOH: 100 %.,001700000d880d111a17088c6464ffffffffffffffffff
20250127 14:31:22,BMU,45,Not available,Status: 1. Output voltage: 215.0 V. Battery voltage: 218.0 V. SOC A: 100.0 %. SOC B: 100.0 %.,0100010208660884000003e803e80000040500000000ff
20250127 14:33:49,BMU,45,Not available,Status: 0. Output voltage: 214.6 V. Battery voltage: 214.5 V. SOC A: 100.0 %. SOC B: 100.0 %.,0000000208620861000003e803e80000040400000000ff
20250127 16:13:11,BMS 2,18,Stop balancing,Cell min voltage: 3328 mV.,000000000000000000000000000000000000000000000d
20250127 17:17:58,BMS 2,6,Start discharging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 98 %. SOH: 100 %. Battery voltage: 211.8 V. Output voltage: 211.1 V. Output current: 1.6 A. Cell max voltage: 3312 mV. Cell min voltage: 3308 mV. Cell max temp: 24 °C. Cell min temp: 23 °C.",000000000000000018626446083f081000f00cec0c1817
20250127 17:46:55,BMU,38,SOP info,Max charge current: 50.0 A. Max discharge current: 50.0 A. Max charge voltage: 233.6 V. Max discharge voltage: 160.0 V. Status: Active. Battery temp: 22 °C. Inverter: Fronius HV. BMS quantity: 2.,01f401f4092006400316000203ffffffffffffffffffff
20250128 09:53:16,BMS 2,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 50 %. SOH: 100 %. Battery voltage: 210.5 V. Output voltage: 210.3 V. Output current: -0.6 A. Cell max voltage: 3291 mV. Cell min voltage: 3289 mV. Cell max temp: 20 °C. Cell min temp: 19 °C.",000000000000000018326439083708faffdb0cd90c1413
20250128 10:40:10,BMS 2,3,Timing record,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 50 %. SOH: 100 %. Battery voltage: 210.4 V. Output voltage: 209.9 V. Output current: -0.5 A. Cell max voltage: 3290 mV. Cell min voltage: 3288 mV. Cell max temp: 20 °C. Cell min temp: 19 °C.",000000000000000018326438083308fbffda0cd80c1413
20250128 10:40:16,BMU,118,System timing,Status: Active. Environment min temp: 21 °C. Environment max temp: 27 °C. SOC: 49 %. SOH: 100 %. Battery temp: 19 °C. Battery voltage: 210.4 V. Cell max voltage: 3290 mV. Cell min voltage: 3287 mV. Battery max temp: 26 °C. Battery min temp: 17 °C.,03151b31641308380cda0cd7001a0011000000000000ff
20250128 10:45:15,BMU,36,Functional safety info,Running time: 86700 s. Cells: 64. Temperature sensors: 32. Cell max voltage: 3294 mV. Cell min voltage: 3291 mV. Cell max temp: 20 °C. Cell min temp: 19 °C. Output current: -0.6 A. Output voltage: 214.7 V. Accumulated voltage: 210.7 V. BMS address: 1. Module type: HVM. Modules: 4.,000152ac40200cde0cdb1413fffa0863083b0101040000
20250128 10:45:15,BMS 2,111,Time calibrated,Date time set to 2025-01-28 10:45:15.,19011c0a2d0fffffffffffffffffffffffffffffffffff
20250128 11:32:39,BMS 2,6,Start discharging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 49 %. SOH: 100 %. Battery voltage: 209.2 V. Output voltage: 208.7 V. Output current: 1.5 A. Cell max voltage: 3270 mV. Cell min voltage: 3268 mV. Cell max temp: 20 °C. Cell min temp: 19 °C.",00000000000000001831642c0827080f00c60cc40c1413
20250128 12:11:19,BMS 2,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 49 %. SOH: 100 %. Battery voltage: 211.0 V. Output voltage: 210.7 V. Output current: -1.0 A. Cell max voltage: 3298 mV. Cell min voltage: 3296 mV. Cell max temp: 20 °C. Cell min temp: 19 °C.",00000000000000001831643e083b08f6ffe20ce00c1413
20250128 13:05:52,BMS 2,5,Stop charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 49 %. SOH: 100 %. Battery voltage: 210.3 V. Output voltage: 209.9 V. Output current: 0.0 A. Cell max voltage: 3288 mV. Cell min voltage: 3286 mV. Cell max temp: 20 °C. Cell min temp: 19 °C.",0000000000000000183164370833080000d80cd60c1413
20250128 14:15:24,BMS 2,6,Start discharging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 49 %. SOH: 100 %. Battery voltage: 209.8 V. Output voltage: 209.5 V. Output current: 0.8 A. Cell max voltage: 3280 mV. Cell min voltage: 3278 mV. Cell max temp: 20 °C. Cell min temp: 19 °C.",000000000000000018316432082f080800d00cce0c1413
20250129 03:39:47,BMS 2,7,Stop discharging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 6 %. SOH: 100 %. Battery voltage: 204.0 V. Output voltage: 203.1 V. Output current: 0.0 A. Cell max voltage: 3191 mV. Cell min voltage: 3186 mV. Cell max temp: 20 °C. Cell min temp: 19 °C.",0000000000000000180664f807ef070000770c720c1413
20250129 07:47:17,BMS 2,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 6 %. SOH: 100 %. Battery voltage: 206.2 V. Output voltage: 205.5 V. Output current: -1.1 A. Cell max voltage: 3225 mV. Cell min voltage: 3221 mV. Cell max temp: 20 °C. Cell min temp: 19 °C.",00000000000000001806640e080708f5ff990c950c1413
20250129 10:40:19,BMS 2,3,Timing record,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 12 %. SOH: 100 %. Battery voltage: 209.5 V. Output voltage: 209.1 V. Output current: -1.1 A. Cell max voltage: 3284 mV. Cell min voltage: 3265 mV. Cell max temp: 20 °C. Cell min temp: 19 °C.",0000000000000000180c642f082b08f5ffd40cc10c1413
20250129 10:40:27,BMU,118,System timing,Status: Active. Environment min temp: 22 °C. Environment max temp: 26 °C. SOC: 13 %. SOH: 100 %. Battery temp: 19 °C. Battery voltage: 209.5 V. Cell max voltage: 3283 mV. Cell min voltage: 3249 mV. Battery max temp: 21 °C. Battery min temp: 19 °C.,03161a0d6413082f0cd30cb100150013000000000000ff
20250129 10:45:26,BMU,36,Functional safety info,Running time: 173100 s. Cells: 64. Temperature sensors: 32. Cell max voltage: 3283 mV. Cell min voltage: 3250 mV. Cell max temp: 20 °C. Cell min temp: 19 °C. Output current: -1.1 A. Output voltage: 211.5 V. Accumulated voltage: 209.6 V. BMS address: 1. Module type: HVM. Modules: 4.,0002a42c40200cd30cb21413fff5084308300101040000
20250129 10:45:26,BMS 2,111,Time calibrated,Date time set to 2025-01-29 10:45:27.,19011d0a2d1bffffffffffffffffffffffffffffffffff
20250129 13:10:58,BMS 1,17,Start balancing,"Balancing cells: 1,3,4,7,8,10,13,15,16,18,20,22,25,27,29,31,32,35,37,41,43,44,46,49,51,52,56,58,60,62. Cell min voltage: 3276 mV.",9aa555aa295a1a5500000000000000000000000000cc0c
20250129 13:40:56,BMS 1,18,Stop balancing,Cell min voltage: 3291 mV.,000000000000000000000000000000000000000000db0c
20250129 14:17:10,BMS 1,17,Start balancing,"Balancing cells: 1,3,4,6,9,11,13,15,16,19,20,22,24,26,28,30,37,40,42,46,49,51,53,56,58,60,62. Cell min voltage: 3295 mV.",5aaa595520452a5500000000000000000000000000df0c
20250129 14:47:08,BMS 1,18,Stop balancing,Cell min voltage: 3299 mV.,000000000000000000000000000000000000000000e30c
20250129 14:49:17,BMS 1,17,Start balancing,"Balancing cells: 2,4,7,8,10,13,15,16,18,21,23,25,27,28,30,38,40,42,45,47,49,51,56,60,63. Cell min voltage: 3300 mV.",94a5a55a40a50a9100000000000000000000000000e40c
20250129 15:19:15,BMS 1,18,Stop balancing,Cell min voltage: 3304 mV.,000000000000000000000000000000000000000000e80c
20250129 19:57:10,BMS 1,5,Stop charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 41 %. SOH: 100 %. Battery voltage: 212.0 V. Output voltage: 212.7 V. Output current: 0.0 A. Cell max voltage: 3315 mV. Cell min voltage: 3311 mV. Cell max temp: 20 °C. Cell min temp: 19 °C.",000000000000000018296448084f080000f30cef0c1413
20250129 19:57:10,BMS 2,5,Stop charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 38 %. SOH: 100 %. Battery voltage: 212.0 V. Output voltage: 211.1 V. Output current: 0.0 A. Cell max voltage: 3315 mV. Cell min voltage: 3313 mV. Cell max temp: 19 °C. Cell min temp: 19 °C.",000000000000000018266448083f080000f30cf10c1313
20250130 10:40:29,BMS 2,3,Timing record,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 37 %. SOH: 100 %. Battery voltage: 210.9 V. Output voltage: 209.9 V. Output current: 0.0 A. Cell max voltage: 3296 mV. Cell min voltage: 3295 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",00000000000000001825643d0833080000e00cdf0c1312
20250130 10:40:38,BMS 1,3,Timing record,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 40 %. SOH: 100 %. Battery voltage: 210.9 V. Output voltage: 211.5 V. Output current: 0.0 A. Cell max voltage: 3297 mV. Cell min voltage: 3294 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",00000000000000001828643d0843080000e10cde0c1312
20250130 10:40:39,BMU,118,System timing,Status: Active. Environment min temp: 22 °C. Environment max temp: 26 °C. SOC: 39 %. SOH: 100 %. Battery temp: 18 °C. Battery voltage: 210.8 V. Cell max voltage: 3296 mV. Cell min voltage: 3294 mV. Battery max temp: 21 °C. Battery min temp: 18 °C.,03161a276412083c0ce00cde00150012000000000000ff
20250130 10:45:37,BMS 2,111,Time calibrated,Date time set to 2025-01-30 10:45:38.,19011e0a2d26ffffffffffffffffffffffffffffffffff
20250130 10:45:38,BMU,36,Functional safety info,Running time: 259500 s. Cells: 64. Temperature sensors: 32. Cell max voltage: 3296 mV. Cell min voltage: 3294 mV. Cell max temp: 19 °C. Cell min temp: 18 °C. Output current: 0.0 A. Output voltage: 211.9 V. Accumulated voltage: 210.9 V. BMS address: 1. Module type: HVM. Modules: 4.,0003f5ac40200ce00cde131200000847083d0101040000
20250130 10:45:38,BMS 1,111,Time calibrated,Date time set to 2025-01-30 10:45:39.,19011e0a2d27ffffffffffffffffffffffffffffffffff
20250130 11:11:37,BMS 1,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 40 %. SOH: 100 %. Battery voltage: 211.4 V. Output voltage: 212.3 V. Output current: -0.7 A. Cell max voltage: 3306 mV. Cell min voltage: 3301 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",000000000000000018286442084b08f9ffea0ce50c1312
20250130 11:12:44,BMS 2,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 37 %. SOH: 100 %. Battery voltage: 211.5 V. Output voltage: 211.1 V. Output current: -0.5 A. Cell max voltage: 3308 mV. Cell min voltage: 3305 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",000000000000000018256443083f08fbffec0ce90c1312
20250130 11:34:54,BMS 2,5,Stop charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 37 %. SOH: 100 %. Battery voltage: 211.5 V. Output voltage: 211.9 V. Output current: 0.0 A. Cell max voltage: 3306 mV. Cell min voltage: 3305 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",0000000000000000182564430847080000ea0ce90c1312
20250130 11:35:06,BMS 1,5,Stop charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 41 %. SOH: 100 %. Battery voltage: 211.5 V. Output voltage: 212.3 V. Output current: 0.0 A. Cell max voltage: 3307 mV. Cell min voltage: 3303 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",000000000000000018296443084b080000eb0ce70c1312
20250130 12:15:33,BMS 1,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 41 %. SOH: 100 %. Battery voltage: 211.5 V. Output voltage: 212.3 V. Output current: -0.3 A. Cell max voltage: 3306 mV. Cell min voltage: 3302 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",000000000000000018296443084b08fdffea0ce60c1312
20250130 12:16:33,BMS 2,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 37 %. SOH: 100 %. Battery voltage: 211.6 V. Output voltage: 210.7 V. Output current: -0.5 A. Cell max voltage: 3309 mV. Cell min voltage: 3306 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",000000000000000018256444083b08fbffed0cea0c1312
20250130 12:43:10,BMS 2,5,Stop charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 37 %. SOH: 100 %. Battery voltage: 211.7 V. Output voltage: 212.3 V. Output current: 0.0 A. Cell max voltage: 3310 mV. Cell min voltage: 3308 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",000000000000000018256445084b080000ee0cec0c1312
20250130 12:43:50,BMS 1,5,Stop charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 41 %. SOH: 100 %. Battery voltage: 211.7 V. Output voltage: 212.3 V. Output current: 0.0 A. Cell max voltage: 3310 mV. Cell min voltage: 3306 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",000000000000000018296445084b080000ee0cea0c1312
20250130 12:54:58,BMS 1,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 41 %. SOH: 100 %. Battery voltage: 211.8 V. Output voltage: 212.3 V. Output current: -0.2 A. Cell max voltage: 3312 mV. Cell min voltage: 3307 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",000000000000000018296446084b08fefff00ceb0c1312
20250130 13:00:06,BMS 1,5,Stop charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 41 %. SOH: 100 %. Battery voltage: 211.7 V. Output voltage: 212.3 V. Output current: 0.0 A. Cell max voltage: 3310 mV. Cell min voltage: 3306 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",000000000000000018296445084b080000ee0cea0c1312
20250130 13:09:27,BMS 2,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 37 %. SOH: 100 %. Battery voltage: 211.6 V. Output voltage: 211.1 V. Output current: -0.3 A. Cell max voltage: 3308 mV. Cell min voltage: 3306 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",000000000000000018256444083f08fdffec0cea0c1312
20250130 13:15:19,BMS 1,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 41 %. SOH: 100 %. Battery voltage: 211.9 V. Output voltage: 212.7 V. Output current: -0.6 A. Cell max voltage: 3313 mV. Cell min voltage: 3308 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",000000000000000018296447084f08fafff10cec0c1312
20250130 13:24:57,BMS 2,5,Stop charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 38 %. SOH: 100 %. Battery voltage: 211.7 V. Output voltage: 211.1 V. Output current: 0.0 A. Cell max voltage: 3310 mV. Cell min voltage: 3308 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",000000000000000018266445083f080000ee0cec0c1312
20250130 13:26:51,BMS 1,5,Stop charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 41 %. SOH: 100 %. Battery voltage: 211.7 V. Output voltage: 212.3 V. Output current: 0.0 A. Cell max voltage: 3310 mV. Cell min voltage: 3306 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",000000000000000018296445084b080000ee0cea0c1312
20250130 13:40:59,BMS 1,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 42 %. SOH: 100 %. Battery voltage: 212.6 V. Output voltage: 213.5 V. Output current: -1.2 A. Cell max voltage: 3325 mV. Cell min voltage: 3317 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",0000000000000000182a644e085708f4fffd0cf50c1312
20250130 13:41:07,BMS 2,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 38 %. SOH: 100 %. Battery voltage: 212.6 V. Output voltage: 211.9 V. Output current: -1.1 A. Cell max voltage: 3325 mV. Cell min voltage: 3322 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",00000000000000001826644e084708f5fffd0cfa0c1312
20250130 16:17:07,BMS 2,5,Stop charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 47 %. SOH: 100 %. Battery voltage: 212.3 V. Output voltage: 211.5 V. Output current: 0.0 A. Cell max voltage: 3320 mV. Cell min voltage: 3317 mV. Cell max temp: 19 °C. Cell min temp: 19 °C.",0000000000000000182f644b0843080000f80cf50c1313
20250130 16:17:39,BMS 1,5,Stop charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 52 %. SOH: 100 %. Battery voltage: 212.3 V. Output voltage: 213.1 V. Output current: 0.0 A. Cell max voltage: 3320 mV. Cell min voltage: 3313 mV. Cell max temp: 20 °C. Cell min temp: 19 °C.",00000000000000001834644b0853080000f80cf10c1413
20250131 10:40:39,BMS 2,3,Timing record,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 46 %. SOH: 100 %. Battery voltage: 210.8 V. Output voltage: 209.9 V. Output current: 0.0 A. Cell max voltage: 3295 mV. Cell min voltage: 3294 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",0000000000000000182e643c0833080000df0cde0c1312
20250131 10:40:48,BMS 1,3,Timing record,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 51 %. SOH: 100 %. Battery voltage: 210.8 V. Output voltage: 211.5 V. Output current: 0.0 A. Cell max voltage: 3296 mV. Cell min voltage: 3293 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",00000000000000001833643c0843080000e00cdd0c1312
20250131 10:40:50,BMU,118,System timing,Status: Active. Environment min temp: 22 °C. Environment max temp: 26 °C. SOC: 48 %. SOH: 100 %. Battery temp: 18 °C. Battery voltage: 210.8 V. Cell max voltage: 3296 mV. Cell min voltage: 3293 mV. Battery max temp: 20 °C. Battery min temp: 18 °C.,03161a306412083c0ce00cdd00140012000000000000ff
20250131 10:45:49,BMU,36,Functional safety info,Running time: 345900 s. Cells: 64. Temperature sensors: 32. Cell max voltage: 3296 mV. Cell min voltage: 3293 mV. Cell max temp: 19 °C. Cell min temp: 18 °C. Output current: 0.0 A. Output voltage: 213.9 V. Accumulated voltage: 210.8 V. BMS address: 1. Module type: HVM. Modules: 4.,0005472c40200ce00cdd13120000085b083c0101040000
20250131 10:45:49,BMS 2,111,Time calibrated,Date time set to 2025-01-31 10:45:50.,19011f0a2d32ffffffffffffffffffffffffffffffffff
